title,link,score,score_cnt,top_no,director,writers,actors,types,edit_location,language,dates,play_location,length,rating_per,betters,had_seen,want_see,tags,short_review,review,ask,discussion
搏击俱乐部,https://movie.douban.com/subject/1292000/,9.0,483763人评价,36,['大卫·芬奇'],"['恰克·帕拉尼克', '吉姆·乌尔斯']","['爱德华·诺顿', '布拉德·皮特', '海伦娜·伯翰·卡特', '扎克·格雷尼尔', '米特·洛夫', '杰瑞德·莱托', '艾恩·贝利', '里奇蒙德·阿奎特 ', '乔治·马奎尔']","['剧情', '动作', '悬疑', '惊悚']", 美国 / 德国, 英语,"['1999', '1999']","['威尼斯电影节', '美国']",139,"['60.5%', '30.6%', '7.7%', '0.8%', '0.3%']","['99% 悬疑片', '98% 剧情片']",623104,139084,"['心理', '美国', '暴力', '悬疑', '经典', '剧情', '黑色', '犯罪']",99117,2282,50,411
飞屋环游记,https://movie.douban.com/subject/2129039/,8.9,656177人评价,37,"['彼特·道格特', '鲍勃·彼德森']","['保伯·彼得森', '彼特·道格特', '汤姆·麦卡锡']","['爱德华·阿斯纳', '克里斯托弗·普卢默', '乔丹·长井', '鲍勃·彼德森', '戴尔里·林多', '杰罗姆·兰福特', '约翰·拉岑贝格', '大卫·卡耶', '艾丽·道克特', '杰里米·利里', '米凯·麦高万', '丹尼·曼恩', '唐纳德·富利洛夫', '杰斯·哈梅尔', '乔什·库雷', '彼特·道格特']","['剧情', '喜剧', '动画', '冒险']", 美国, 英语,"['2009', '2009', '2009']","['中国大陆', '戛纳电影节', '美国']",96,"['55.7%', '35.7%', '8.1%', '0.4%', '0.1%']","['96% 动画片', '98% 冒险片']",879729,99109,"['动画', '梦想', '美国', '冒险', 'pixar', '爱情', 'Disney', '3D']",111209,2451,14,462
大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,8.9,554987人评价,38,['刘镇伟'],"['刘镇伟', '吴承恩']","['周星驰', '吴孟达', '罗家英', '蓝洁瑛', '莫文蔚', '江约诚', '陆树铭', '刘镇伟', '朱茵', '李健仁']","['喜剧', '爱情', '奇幻', '冒险']", 香港 / 中国大陆, 粤语 / 汉语普通话,"['2014', '1995']","['中国大陆', '香港']",87,"['57.6%', '33.0%', '8.6%', '0.6%', '0.2%']","['98% 喜剧片', '98% 爱情片']",795960,32654,"['经典', '喜剧', '香港', '爱情', '大话西游', '搞笑', '中国', '1995']",55600,586,18,75
摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,9.1,677098人评价,39,['涅提·蒂瓦里'],"['比于什·古普塔', '施热亚·简', '尼基尔·麦罗特拉', '涅提·蒂瓦里']","['阿米尔·汗', '法缇玛·萨那·纱卡', '桑亚·玛荷塔', '阿帕尔夏克提·库拉那', '沙克希·坦沃', '塞伊拉·沃西', '苏哈妮·巴特纳格尔', '里特维克·萨霍里', '吉里什·库卡尼']","['剧情', '家庭', '传记', '运动']", 印度, 印地语,"['2017', '2016']","['中国大陆', '印度']",161,"['60.6%', '32.5%', '6.4%', '0.4%', '0.2%']","['98% 运动片', '99% 传记片']",932259,86318,"['励志', '印度', '成长', '亲情', '女权', '女性', '体育', '运动']",183461,7662,127,519
罗马假日,https://movie.douban.com/subject/1293839/,9.0,495357人评价,40,['威廉·惠勒'],"['达尔顿·特朗勃', '伊安·麦克莱伦·亨特', '约翰·戴顿']","['奥黛丽·赫本', '格利高里·派克', '埃迪·艾伯特', '哈特利·鲍尔', '哈考特·威廉姆斯']","['剧情', '喜剧', '爱情']", 美国, 英语 / 意大利语 / 德语,['1953'],['美国'],118,"['56.8%', '34.9%', '7.8%', '0.3%', '0.1%']","['98% 爱情片', '98% 喜剧片']",739979,119406,"['奥黛丽·赫本', '经典', '爱情', '浪漫', '罗马假日', '美国', '美国电影', '电影']",84126,1011,10,152
哈尔的移动城堡,https://movie.douban.com/subject/1308807/,8.9,470239人评价,41,['宫崎骏'],"['宫崎骏', '吉田玲子']","['倍赏千惠子', '木村拓哉', '美轮明宏', '我修院达也', '神木隆之介', '伊崎充则', '大泉洋', '大塚明夫', '原田大二郎', '加藤治子', '都筑香弥子']","['动画', '奇幻', '冒险']", 日本, 日语,"['2004', '2004']","['威尼斯电影节', '日本']",119,"['57.0%', '34.0%', '8.3%', '0.5%', '0.1%']","['96% 动画片', '98% 奇幻片']",610331,65931,"['宫崎骏', '动画', '日本', '哈尔的移动城堡', '动漫', '宫崎峻', '日本动画', '爱情']",72251,979,21,158
窃听风暴,https://movie.douban.com/subject/1900841/,9.1,294137人评价,42,['弗洛里安·亨克尔·冯·多纳斯马尔克'],['弗洛里安·亨克尔·冯·多纳斯马尔克'],"['乌尔里希·穆埃', '马蒂娜·格德克', '塞巴斯蒂安·科赫', '乌尔里希·图库尔', '托马斯·蒂梅']","['剧情', '悬疑']", 德国, 德语,['2006'],['德国'],137,"['63.7%', '30.0%', '5.8%', '0.4%', '0.1%']","['98% 剧情片', '99% 悬疑片']",405582,180707,"['人性', '德国', '剧情', '德国电影', '东德', '社会主义', '窃听', '政治']",65957,1882,61,280
闻香识女人,https://movie.douban.com/subject/1298624/,9.0,420602人评价,43,['马丁·布莱斯特'],"['博·古德曼', '乔瓦尼·阿尔皮诺']","['阿尔·帕西诺', '克里斯·奥唐纳', '詹姆斯·瑞布霍恩', '加布里埃尔·安瓦尔', '菲利普·塞默·霍夫曼', 'Richard Venture', '布莱德利·惠特福德', 'Rochelle Oliver', 'Margaret Eginton', 'Tom Riis Farrell', 'Nicholas Sadler', '托德·路易斯', 'Matt Smith', '吉恩·坎菲尔德', '弗兰西丝·康罗伊']",['剧情'], 美国, 英语,['1992'],['美国'],157,"['57.6%', '34.3%', '7.6%', '0.5%', '0.1%']",['98% 剧情片'],588247,152698,"['经典', '阿尔·帕西诺', '美国', '闻香识女人', '人性', '剧情', '美国电影', 'AlPacino']",82930,2102,22,195
辩护人,https://movie.douban.com/subject/21937445/,9.2,291300人评价,44,['杨宇硕'],"['杨宇硕', '尹贤浩']","['宋康昊', '吴达洙', '金英爱', '郭度沅', '任时完']",['剧情'], 韩国, 韩语,['2013'],['韩国'],127,"['64.6%', '30.0%', '5.0%', '0.3%', '0.1%']",['98% 剧情片'],381998,137430,"['韩国', '政治', '法律', '民主', '人性', '剧情', '感人', '2013']",70119,1443,67,63
两杆大烟枪,https://movie.douban.com/subject/1293350/,9.1,331540人评价,45,['盖·里奇'],['盖·里奇'],"['杰森·弗莱明', '德克斯特·弗莱彻', '尼克·莫兰', '杰森·斯坦森', '斯蒂文·麦金托什', '斯汀', '维尼·琼斯']","['剧情', '喜剧', '犯罪']", 英国, 英语,['1998'],['英国'],107,"['61.8%', '30.9%', '6.6%', '0.6%', '0.2%']","['99% 喜剧片', '99% 犯罪片']",427593,152153,"['黑色幽默', '英国', '喜剧', '犯罪', '黑帮', '剧情', '黑色', '经典']",64581,615,27,188
飞越疯人院,https://movie.douban.com/subject/1292224/,9.1,335035人评价,46,['米洛斯·福尔曼'],"['劳伦斯·奥邦', '博·古德曼', '肯·凯西', '达尔·瓦瑟曼']","['杰克·尼科尔森', '丹尼·德维托', '克里斯托弗·洛伊德', '路易丝·弗莱彻', '威尔·萨姆森', '特德·马克兰德', '布拉德·道里夫', '斯加特曼·克罗索斯', '迈克尔·贝里曼', '彼得·布罗科', '穆瓦科·卡姆布卡', '威廉·达尔', '乔西普·艾利克', '西德尼·拉斯克', '凯·李', '德怀特·马费尔德', '路易莎·莫里茨', '威廉·雷德菲尔德', '菲利普·罗斯', '米米·萨奇席恩', '文森特·斯卡维利', '米斯·斯马尔', '德罗斯·V·史密斯']",['剧情'], 美国, 英语,['1975'],['美国'],133,"['60.9%', '31.6%', '6.8%', '0.5%', '0.2%']",['98% 剧情片'],448552,171912,"['人性', '自由', '经典', '美国', '剧情', '1975', '心理', '人生']",64284,1953,43,236
死亡诗社,https://movie.douban.com/subject/1291548/,9.0,360103人评价,47,['彼得·威尔'],['汤姆·舒尔曼'],"['罗宾·威廉姆斯', '罗伯特·肖恩·莱纳德', '伊桑·霍克', '乔西·查尔斯', '盖尔·汉森', '迪伦·库斯曼', '阿勒隆·鲁杰罗', '詹姆斯·沃特斯顿', '诺曼·劳埃德', '柯特伍德·史密斯', '卡拉·贝尔韦尔', '利昂·波纳尔', '乔治·马丁', '乔·奥菲耶里', '马特·凯里']",['剧情'], 美国, 英语,"['1989', '1989']","['多伦多首映', '美国']",128,"['59.3%', '32.3%', '7.6%', '0.6%', '0.2%']",['98% 剧情片'],461649,151031,"['成长', '青春', '美国', '励志', '教育', '经典', '死亡诗社', 'RobinWilliams']",78181,3097,24,232
V字仇杀队,https://movie.douban.com/subject/1309046/,8.8,546033人评价,48,['詹姆斯·麦克特格'],"['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['娜塔莉·波特曼', '雨果·维文', '斯蒂芬·瑞', '斯蒂芬·弗雷', '约翰·赫特', '蒂姆·皮戈特-史密斯', '鲁珀特·格雷夫斯', '罗杰·阿拉姆', '本·迈尔斯', '西妮德·库萨克', '娜塔莎·怀特曼', '约翰·斯坦丁', '埃迪·马森', '克里夫·阿什伯恩', 'Emma Field-Rayner', '伊安·布尔费尔德', 'Mark Phoenix', 'Alister Mazzotti', '比莉·库克', '盖伊·亨利', '科斯马·肖', 'Megan Gay', 'Roderic Culver', 'Tara Hacking', '安迪·莱什利兹', '查德·斯塔赫斯基', '布拉德利·斯蒂夫·福特', 'Madeleine Rakic-Platt', '塞丽娜·贾尔斯', '卡斯腾·海斯', '伊莫琴·普茨', '劳拉·格林伍德', 'Kyra Meyer', '玛丽·萧克莱 ', '理查德·莱恩', 'Michael Simkins']","['剧情', '动作', '科幻', '惊悚']", 美国 / 英国 / 德国, 英语,"['2005', '2006']","['BNAT电影节', '美国']",132,"['55.2%', '33.5%', '9.8%', '1.1%', '0.4%']","['96% 剧情片', '98% 科幻片']",731809,146496,"['政治', '美国', '剧情', '科幻', '动作', 'NataliePortman', '暴力', '美国电影']",109257,1786,64,425
指环王2：双塔奇兵,https://movie.douban.com/subject/1291572/,9.0,346077人评价,49,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '斯蒂芬·辛克莱', '彼得·杰克逊', 'J·R·R·托尔金']","['伊莱贾·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆', '克里斯托弗·李', '丽芙·泰勒', '安迪·瑟金斯', '雨果·维文', '卡尔·厄本', '凯特·布兰切特', '多米尼克·莫纳汉', '大卫·文翰', '比利·博伊德', '布拉德·道里夫', '伯纳德·希尔', '约翰·瑞斯-戴维斯', '米兰达·奥图']","['剧情', '动作', '奇幻', '冒险']", 美国 / 新西兰, 英语 / 辛达林语 / 古代英语,"['2003', '2002', '2002']","['中国大陆', '纽约首映', '美国']",179,"['59.5%', '31.8%', '8.0%', '0.5%', '0.2%']","['98% 奇幻片', '99% 动作片']",468190,32274,"['魔幻', '史诗', '美国', '经典', '战争', '大片', '2002', '新西兰']",28663,183,14,38
教父2,https://movie.douban.com/subject/1299131/,9.1,245926人评价,50,['弗朗西斯·福特·科波拉'],"['弗朗西斯·福特·科波拉', '马里奥·普佐']","['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗', '约翰·凯泽尔', '塔莉娅·夏尔', '李·斯特拉斯伯格', '迈克尔·V·格佐', 'G·D·斯普拉德林', '理查德·布赖特', '加斯通·莫辛', '汤姆·罗斯奎', '布鲁诺·柯比', '弗兰克·西维罗', '弗朗西丝卡·德·萨维奥']","['剧情', '犯罪']", 美国, 英语 / 意大利语 / 西班牙语 / 拉丁语 / 西西里语,"['1974', '1974']","['纽约首映', '美国']",202,"['63.8%', '29.7%', '6.0%', '0.4%', '0.1%']","['99% 犯罪片', '98% 剧情片']",336850,70946,"['黑帮', '教父', '经典', '美国', '犯罪', '剧情', '人性', '1974']",27390,300,22,83
海豚湾,https://movie.douban.com/subject/3442220/,9.3,220701人评价,51,['路易·西霍尤斯'],['马克·蒙雷'],"['John Chisholm', 'Mandy-Rae Cruikshank', 'Charles Hambleton', 'Simon Hutchins', 'Kirk Krack', '伊莎贝尔·卢卡斯', ""Richard O'Barry"", '海顿·潘妮蒂尔', '路易·西霍尤斯']",['纪录片'], 美国, 英语 / 日语,['2009'],['美国'],92,"['70.8%', '23.0%', '5.2%', '0.5%', '0.4%']",['94% 纪录片'],293595,134128,"['纪录片', '环保', '人性', '震撼', '残酷', '美国', '2009', '政治']",50779,1710,9,340
指环王1：魔戒再现,https://movie.douban.com/subject/1291571/,8.9,387521人评价,52,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', 'J·R·R·托尔金']","['伊莱贾·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆', '凯特·布兰切特', '肖恩·宾', '克里斯托弗·李', '雨果·维文', '丽芙·泰勒', '安迪·瑟金斯', '伊安·霍姆', '多米尼克·莫纳汉', '萨拉·贝克', '约翰·瑞斯-戴维斯']","['剧情', '动作', '奇幻', '冒险']", 新西兰 / 美国, 英语 / 辛达林语,"['2002', '2001']","['中国大陆', '美国']",178,"['57.8%', '32.5%', '8.8%', '0.7%', '0.2%']","['98% 奇幻片', '99% 动作片']",528987,41943,"['魔幻', '史诗', '美国', '经典', '大片', '战争', '新西兰', '2001']",41697,389,25,81
饮食男女,https://movie.douban.com/subject/1291818/,9.1,266577人评价,53,['李安'],"['李安', '王蕙玲', '詹姆斯·夏慕斯']","['郎雄', '杨贵媚', '吴倩莲', '王渝文', '张艾嘉', '归亚蕾', '赵文瑄', '陈昭荣', '陈捷文', '卢金城', '唐语谦', '洪其德', '王瑞', '杜满生', '王玨', '陈妤', '左正芬', '许敬民', '聂卓晶', '丁仲']","['剧情', '家庭']", 台湾 / 美国, 汉语普通话 / 闽南语 / 湖南话,['1994'],['美国'],124,"['60.8%', '33.5%', '5.4%', '0.3%', '0.1%']","['98% 家庭片', '98% 剧情片']",341180,117399,"['李安', '家庭', '台湾', '伦理', '台湾电影', '饮食男女', '剧情', '亲情']",62875,1523,52,130
美丽心灵,https://movie.douban.com/subject/1306029/,8.9,383465人评价,54,['朗·霍华德'],"['阿齐瓦·高斯曼', '西尔维娅·纳萨尔']","['罗素·克劳', '艾德·哈里斯', '詹妮弗·康纳利', '克里斯托弗·普卢默', '保罗·贝坦尼', '亚当·戈德堡', '乔什·卢卡斯', '安东尼·拉普', '贾森·加里-斯坦福德', '贾德·赫希', '奥斯汀·潘德尔顿', '薇薇·卡登尼', '坦娅·克拉克']","['剧情', '传记']", 美国, 英语,"['2001', '2002']","['加州首映', '美国']",135,"['55.0%', '37.2%', '7.4%', '0.4%', '0.1%']","['98% 传记片', '97% 剧情片']",533926,138042,"['传记', '心理', '美国', '励志', '经典', '人生', '爱情', '剧情']",66508,1672,18,182
素媛,https://movie.douban.com/subject/21937452/,9.1,253783人评价,55,['李濬益'],"['金智慧', '赵重勋']","['薛耿求', '严志媛', '李来', '金海淑', '金相浩', '罗美兰', '杨真诚']",['剧情'], 韩国, 韩语,['2013'],['韩国'],123,"['63.4%', '30.9%', '5.2%', '0.3%', '0.1%']",['98% 剧情片'],334433,108405,"['韩国', '人性', '犯罪', '虐心', '温情', '感人', '家庭', '剧情']",61670,1445,64,119
情书,https://movie.douban.com/subject/1292220/,8.8,475702人评价,56,['岩井俊二'],['岩井俊二'],"['中山美穗', '丰川悦司', '酒井美纪', '柏原崇', '范文雀', '篠原胜之', '铃木庆一', '田口智朗', '加贺麻理子', '光石研', '铃木兰兰', '盐见三省', '中村久美', '梅田凡乃', '长田江身子 ', '小栗香织', '神户浩', '酒井敏也', '山口诗史', '山崎一', '德井优', '武藤寿美']","['剧情', '爱情']", 日本, 日语,"['1999', '1995']","['中国大陆', '日本']",117,"['54.6%', '34.4%', '10.0%', '0.8%', '0.2%']","['98% 爱情片', '96% 剧情片']",636536,154102,"['爱情', '日本', '青春', '经典', '文艺', '暗恋', '温情', '感人']",113628,4021,71,468
末代皇帝,https://movie.douban.com/subject/1293172/,9.1,263410人评价,57,['贝纳尔多·贝托鲁奇'],"['贝纳尔多·贝托鲁奇', '马克·派普罗']","['尊龙', '陈冲', '邬君梅', '彼得·奥图尔', '英若诚', '吴涛', '黄自强', '丹尼斯·邓恩', '坂本龙一', '马吉·汉', '里克·扬', '田川洋行', '苟杰德', '理查德·吴', '皱缇格', '陈凯歌', '卢燕', '区亨利', '陈述', '樊光耀', '鲍皓昕', '黄文捷', '邵茹贞', '亨利·基', '张良斌', '梁冬', '康斯坦丁·格雷戈里', '黄汉琪', '王涛', '宋怀桂', '蔡鸿翔', '程淑艳', '张天民']","['剧情', '传记', '历史']", 英国 / 意大利 / 中国大陆 / 法国 / 美国, 英语 / 汉语普通话 / 日语 / 俄语,"['1987', '1987']","['东京国际电影节', '意大利']",163,"['61.4%', '31.7%', '6.4%', '0.4%', '0.1%']","['98% 历史片', '99% 传记片']",372701,138642,"['历史', '传记', '经典', '溥仪', '意大利', '人生', '剧情', '1987']",55691,1343,54,223
